"quelle_georef","QID_quelle_georef","katalognr","fst_id","fst_name","gemeinde","kreis","bundesland","land","kultur","entdeckung","QID_entdeckung","publikation_arch","QID_publikation","fundstellenart","QID_fundstellenart","genauigkeit_m","FID","methode","quellen_typ","methodenbeschr","wgs84_x","wgs84_y","dating_start","dating_certainty_start","dating_end","dating_certainty_end","dating_method","dating_certainty_range","dating_perio.do","dating_perio.do_match","sherd"
"BLDAM / M. Ismail-Weber 2018","Q897952","10870","479","Wusterhausen (Dosse) - 16","Wusterhausen (Dosse)","Ostprignitz-Ruppin","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","380","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","12.48","52.91","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","13047","4","Alt Ruppin - 10","Alt Ruppin","Ostprignitz-Ruppin","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","381","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","12.82","53.02","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","13155","184","Herzberg - 4","Herzberg","Ostprignitz-Ruppin","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","382","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","12.96","52.92","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","13236","254","Langen - 1","Langen","Ostprignitz-Ruppin","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","383","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","12.8","52.83","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","13284","269","Lüchfeld - 2","Lüchfeld","Ostprignitz-Ruppin","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","384","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","12.68","52.87","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","13450","466","Wildberg - 3","Wildberg","Ostprignitz-Ruppin","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","385","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","12.63","52.87","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","13457","465","Wildberg - 10","Wildberg","Ostprignitz-Ruppin","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","386","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","12.63","52.86","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","13499","492","Zechliner Hütte - 2","Zechliner Hütte","Ostprignitz-Ruppin","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","387","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","12.86","53.17","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","13030","13","Altfriesack - 2","Altfriesack","Ostprignitz-Ruppin","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","388","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","12.89","52.84","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","53123","476","Wulkow bei Alt Ruppin - 3","Wulkow bei Alt Ruppin","Ostprignitz-Ruppin","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","389","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","12.95","52.93","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","53129","5","Alt Ruppin - 23","Alt Ruppin","Ostprignitz-Ruppin","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","390","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","12.93","52.98","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","53132","6","Alt Ruppin - 24","Alt Ruppin","Ostprignitz-Ruppin","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","391","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","12.83","52.96","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","53133","7","Alt Ruppin - 25","Alt Ruppin","Ostprignitz-Ruppin","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","392","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","12.81","53.02","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","13125","231","Königshorst - 4","Königshorst","Ostprignitz-Ruppin","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","393","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","12.73","52.72","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","10871","480","Wusterhausen (Dosse) - 17","Wusterhausen (Dosse)","Ostprignitz-Ruppin","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","394","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","12.48","52.91","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","13504","493","Zechliner Hütte - 7","Zechliner Hütte","Ostprignitz-Ruppin","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","395","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","12.85","53.17","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","10713","262","Lohm - 10","Lohm","Ostprignitz-Ruppin","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","396","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","12.3","52.84","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","13124","230","Königshorst - 3","Königshorst","Ostprignitz-Ruppin","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","397","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","12.74","52.72","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","13126","232","Königshorst - 5","Königshorst","Ostprignitz-Ruppin","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","398","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","12.75","52.71","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","16054","335","Potsdam - 13","Potsdam","Potsdam","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","399","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.08","52.38","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","16062","336","Potsdam - 21","Potsdam","Potsdam","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","400","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.09","52.38","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","16005","62","Bornim - 9","Bornim","Potsdam","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","401","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","12.98","52.45","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","16072","337","Potsdam - 31","Potsdam","Potsdam","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","402","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.05","52.39","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","16098","338","Potsdam - 57","Potsdam","Potsdam","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","403","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.07","52.42","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","2077","112","Emstal - 4","Emstal","Potsdam-Mittelmark","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","404","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","12.78","52.31","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","2161","191","Hohenferchesar - 8","Hohenferchesar","Potsdam-Mittelmark","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","405","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","12.49","52.51","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","15206","10","Alt Töplitz - 2","Alt Töplitz","Potsdam-Mittelmark","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","406","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","12.92","52.42","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","15211","12","Alt Töplitz - 7","Alt Töplitz","Potsdam-Mittelmark","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","407","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","12.91","52.44","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
"BLDAM / M. Ismail-Weber 2018","Q897952","15225","11","Alt Töplitz - 21","Alt Töplitz","Potsdam-Mittelmark","Brandenburg","Deutschland","Mesolithikum","Einzelfund","Q1144458","","","unbek.","Q59496158","0","408","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","12.93","52.42","-8000","+/- 100 years","-4000","+/- 100 years","Q816829","dating still very uncertain, for the whole group only few 14C dates available","http://n2t.net/ark:/99152/p0s2rwk5zjw","relatedMatch",""
